excluir;unidade;ano;mes;grau;score;predicao_obito;saidas;obitos_esperados;obitos_ocorridos
05/2025;HRAD;2025;5;VII;30 a 34;75;10;7,5;1
05/2025;HRAD;2025;5;VIII;> 34;85;9;7,65;6
05/2025;HRBJA;2025;5;I;0 a 4;4;4;0,16;0
05/2025;HRBJA;2025;5;II;5 a 9;8;8;0,64;2
05/2025;HRBJA;2025;5;III;10 a 14;15;7;1,05;0
05/2025;HRBJA;2025;5;IV;15 a 19;25;15;3,75;5
05/2025;HRBJA;2025;5;V;20 a 24;40;14;5,6;4
05/2025;HRBJA;2025;5;VI;25 a 29;55;11;6,05;4
05/2025;HRBJA;2025;5;VII;30 a 34;75;6;4,5;4
05/2025;HRBJA;2025;5;VIII;> 34;85;1;0,85;1
05/2025;HRJP;2025;5;I;0 a 4;4;0;0,0;0
05/2025;HRJP;2025;5;II;5 a 9;8;6;0,48;0
05/2025;HRJP;2025;5;III;10 a 14;15;7;1,05;1
05/2025;HRJP;2025;5;IV;15 a 19;25;2;0,5;1
05/2025;HRJP;2025;5;V;20 a 24;40;2;0,8;0
05/2025;HRJP;2025;5;VI;25 a 29;55;7;3,85;2
05/2025;HRJP;2025;5;VII;30 a 34;75;0;0,0;0
05/2025;HRJP;2025;5;VIII;> 34;85;2;1,7;2
05/2025;MOV;2025;5;I;0 a 4;4;0;0,0;0
05/2025;MOV;2025;5;II;5 a 9;8;2;0,16;0
05/2025;MOV;2025;5;III;10 a 14;15;6;0,9;0
05/2025;MOV;2025;5;IV;15 a 19;25;5;1,25;0
05/2025;MOV;2025;5;V;20 a 24;40;3;1,2;0
05/2025;MOV;2025;5;VI;25 a 29;55;3;1,65;1
05/2025;MOV;2025;5;VII;30 a 34;75;1;0,75;1
05/2025;MOV;2025;5;VIII;> 34;85;0;0,0;0
06/2025;HAC;2025;6;I;0 a 4;4;0;0,0;0
06/2025;HAC;2025;6;II;5 a 9;8;9;0,72;0
06/2025;HAC;2025;6;III;10 a 14;15;9;1,35;0
06/2025;HAC;2025;6;IV;15 a 19;25;7;1,75;1
06/2025;HAC;2025;6;V;20 a 24;40;5;2,0;3
06/2025;HAC;2025;6;VI;25 a 29;55;2;1,1;1
06/2025;HAC;2025;6;VII;30 a 34;75;3;2,25;1
06/2025;HAC;2025;6;VIII;> 34;85;0;0,0;0
06/2025;HEM;2025;6;I;0 a 4;4;3;0,12;0
06/2025;HEM;2025;6;II;5 a 9;8;13;1,04;1
06/2025;HEM;2025;6;III;10 a 14;15;14;2,1;3
06/2025;HEM;2025;6;IV;15 a 19;25;3;0,75;2
06/2025;HEM;2025;6;V;20 a 24;40;7;2,8;1
06/2025;HEM;2025;6;VI;25 a 29;55;4;2,2;4
06/2025;HEM;2025;6;VII;30 a 34;75;4;3,0;3
06/2025;HEM;2025;6;VIII;> 34;85;0;0,0;0
06/2025;HJK;2025;6;I;0 a 4;4;61;2,4000000000000004;2
06/2025;HJK;2025;6;II;5 a 9;8;141;11,28;4
06/2025;HJK;2025;6;III;10 a 14;15;169;25,400000000000002;9
06/2025;HJK;2025;6;IV;15 a 19;25;133;33,3;18
06/2025;HJK;2025;6;V;20 a 24;40;93;37,199999999999996;23
06/2025;HJK;2025;6;VI;25 a 29;55;41;22,599999999999998;14
06/2025;HJK;2025;6;VII;30 a 34;75;30;22,5;16
06/2025;HJK;2025;6;VIII;> 34;85;10;8,5;7
06/2025;HJXXIII;2025;6;I;0 a 4;4;7;0,28;0
06/2025;HJXXIII;2025;6;II;5 a 9;8;30;2,4;0
06/2025;HJXXIII;2025;6;III;10 a 14;15;47;7,05;1
06/2025;HJXXIII;2025;6;IV;15 a 19;25;42;10,5;6
06/2025;HJXXIII;2025;6;V;20 a 24;40;31;12,4;10
06/2025;HJXXIII;2025;6;VI;25 a 29;55;5;2,75;2
06/2025;HJXXIII;2025;6;VII;30 a 34;75;4;3,0;3
06/2025;HJXXIII;2025;6;VIII;> 34;85;4;3,4;4
06/2025;HRAD;2025;6;I;0 a 4;4;0;0,0;0
06/2025;HRAD;2025;6;II;5 a 9;8;1;0,08;0
06/2025;HRAD;2025;6;III;10 a 14;15;1;0,15;0
06/2025;HRAD;2025;6;IV;15 a 19;25;6;1,5;0
06/2025;HRAD;2025;6;V;20 a 24;40;9;3,6;0
06/2025;HRAD;2025;6;VI;25 a 29;55;8;4,4;2
06/2025;HRAD;2025;6;VII;30 a 34;75;5;3,75;2
06/2025;HRAD;2025;6;VIII;> 34;85;16;13,6;9
06/2025;HRBJA;2025;6;I;0 a 4;4;2;0,08;0
06/2025;HRBJA;2025;6;II;5 a 9;8;10;0,8;0
06/2025;HRBJA;2025;6;III;10 a 14;15;22;3,3;1
06/2025;HRBJA;2025;6;IV;15 a 19;25;22;5,5;2
06/2025;HRBJA;2025;6;V;20 a 24;40;11;4,4;1
06/2025;HRBJA;2025;6;VI;25 a 29;55;11;6,05;3
06/2025;HRBJA;2025;6;VII;30 a 34;75;6;4,5;4
06/2025;HRBJA;2025;6;VIII;> 34;85;6;5,1;4
06/2025;HRJP;2025;6;I;0 a 4;4;0;0,0;0
06/2025;HRJP;2025;6;II;5 a 9;8;4;0,32;0
06/2025;HRJP;2025;6;III;10 a 14;15;9;1,35;0
06/2025;HRJP;2025;6;IV;15 a 19;25;8;2,0;0
06/2025;HRJP;2025;6;V;20 a 24;40;7;2,8;1
06/2025;HRJP;2025;6;VI;25 a 29;55;5;2,75;2
06/2025;HRJP;2025;6;VII;30 a 34;75;1;0,75;1
06/2025;HRJP;2025;6;VIII;> 34;85;2;1,7;2
06/2025;MOV;2025;6;I;0 a 4;4;0;0,0;0
06/2025;MOV;2025;6;II;5 a 9;8;3;0,24;0
06/2025;MOV;2025;6;III;10 a 14;15;8;1,2;0
06/2025;MOV;2025;6;IV;15 a 19;25;2;0,5;0
06/2025;MOV;2025;6;V;20 a 24;40;2;0,8;0
06/2025;MOV;2025;6;VI;25 a 29;55;0;0,0;0
06/2025;MOV;2025;6;VII;30 a 34;75;0;0,0;0
06/2025;MOV;2025;6;VIII;> 34;85;0;0,0;0
07/2025;HAC;2025;7;I;0 a 4;4;2;0,08;0
07/2025;HAC;2025;7;II;5 a 9;8;6;0,48;0
07/2025;HAC;2025;7;III;10 a 14;15;11;1,65;1
07/2025;HAC;2025;7;IV;15 a 19;25;9;2,25;0
07/2025;HAC;2025;7;V;20 a 24;40;6;2,4;1
07/2025;HAC;2025;7;VI;25 a 29;55;4;2,2;0
07/2025;HAC;2025;7;VII;30 a 34;75;0;0,0;0
07/2025;HAC;2025;7;VIII;> 34;85;1;0,85;1
07/2025;HEM;2025;7;I;0 a 4;4;0;0,0;0
07/2025;HEM;2025;7;II;5 a 9;8;7;0,56;1
07/2025;HEM;2025;7;III;10 a 14;15;15;2,25;0
07/2025;HEM;2025;7;IV;15 a 19;25;11;2,75;0
07/2025;HEM;2025;7;V;20 a 24;40;5;2,0;0
07/2025;HEM;2025;7;VI;25 a 29;55;11;6,05;5
07/2025;HEM;2025;7;VII;30 a 34;75;3;2,25;2
07/2025;HEM;2025;7;VIII;> 34;85;0;0,0;0
07/2025;HJK;2025;7;I;0 a 4;4;62;2,44;2
07/2025;HJK;2025;7;II;5 a 9;8;134;10,719999999999999;7
07/2025;HJK;2025;7;III;10 a 14;15;168;25,25;13
07/2025;HJK;2025;7;IV;15 a 19;25;146;36,55;22
07/2025;HJK;2025;7;V;20 a 24;40;86;34,4;22
07/2025;HJK;2025;7;VI;25 a 29;55;37;20,4;15
07/2025;HJK;2025;7;VII;30 a 34;75;26;19,5;13
07/2025;HJK;2025;7;VIII;> 34;85;11;9,35;9
07/2025;HJXXIII;2025;7;I;0 a 4;4;13;0,52;0
07/2025;HJXXIII;2025;7;II;5 a 9;8;38;3,04;0
07/2025;HJXXIII;2025;7;III;10 a 14;15;40;6,0;0
07/2025;HJXXIII;2025;7;IV;15 a 19;25;37;9,25;5
07/2025;HJXXIII;2025;7;V;20 a 24;40;13;5,2;6
07/2025;HJXXIII;2025;7;VI;25 a 29;55;8;4,4;5
07/2025;HJXXIII;2025;7;VII;30 a 34;75;2;1,5;0
07/2025;HJXXIII;2025;7;VIII;> 34;85;1;0,85;1
07/2025;HRAD;2025;7;I;0 a 4;4;0;0,0;0
07/2025;HRAD;2025;7;II;5 a 9;8;0;0,0;0
07/2025;HRAD;2025;7;III;10 a 14;15;1;0,15;0
07/2025;HRAD;2025;7;IV;15 a 19;25;2;0,5;0
07/2025;HRAD;2025;7;V;20 a 24;40;7;2,8;2
07/2025;HRAD;2025;7;VI;25 a 29;55;10;5,5;1
07/2025;HRAD;2025;7;VII;30 a 34;75;11;8,25;3
07/2025;HRAD;2025;7;VIII;> 34;85;11;9,35;4
07/2025;HRBJA;2025;7;I;0 a 4;4;0;0,0;0
07/2025;HRBJA;2025;7;II;5 a 9;8;3;0,24;0
07/2025;HRBJA;2025;7;III;10 a 14;15;13;1,95;2
07/2025;HRBJA;2025;7;IV;15 a 19;25;15;3,75;1
07/2025;HRBJA;2025;7;V;20 a 24;40;8;3,2;0
07/2025;HRBJA;2025;7;VI;25 a 29;55;8;4,4;1
07/2025;HRBJA;2025;7;VII;30 a 34;75;10;7,5;7
07/2025;HRBJA;2025;7;VIII;> 34;85;7;5,95;4
07/2025;HRJP;2025;7;I;0 a 4;4;2;0,08;0
07/2025;HRJP;2025;7;II;5 a 9;8;7;0,56;0
07/2025;HRJP;2025;7;III;10 a 14;15;6;0,9;0
07/2025;HRJP;2025;7;IV;15 a 19;25;3;0,75;0
07/2025;HRJP;2025;7;V;20 a 24;40;5;2,0;2
07/2025;HRJP;2025;7;VI;25 a 29;55;1;0,55;1
07/2025;HRJP;2025;7;VII;30 a 34;75;2;1,5;0
07/2025;HRJP;2025;7;VIII;> 34;85;3;2,55;1
07/2025;MOV;2025;7;I;0 a 4;4;0;0,0;0
07/2025;MOV;2025;7;II;5 a 9;8;1;0,08;0
07/2025;MOV;2025;7;III;10 a 14;15;3;0,45;0
07/2025;MOV;2025;7;IV;15 a 19;25;2;0,5;0
07/2025;MOV;2025;7;V;20 a 24;40;2;0,8;0
07/2025;MOV;2025;7;VI;25 a 29;55;4;2,2;0
07/2025;MOV;2025;7;VII;30 a 34;75;1;0,75;0
07/2025;MOV;2025;7;VIII;> 34;85;0;0,0;1
08/2025;HAC;2025;8;I;0 a 4;4;2;0,08;0
08/2025;HAC;2025;8;II;5 a 9;8;7;0,56;0
08/2025;HAC;2025;8;III;10 a 14;15;17;2,55;2
08/2025;HAC;2025;8;IV;15 a 19;25;9;2,25;2
08/2025;HAC;2025;8;V;20 a 24;40;5;2,0;4
08/2025;HAC;2025;8;VI;25 a 29;55;1;0,55;1
08/2025;HAC;2025;8;VII;30 a 34;75;0;0,0;0
08/2025;HAC;2025;8;VIII;> 34;85;0;0,0;0
08/2025;HEM;2025;8;I;0 a 4;4;2;0,08;0
08/2025;HEM;2025;8;II;5 a 9;8;12;0,96;0
08/2025;HEM;2025;8;III;10 a 14;15;18;2,7;2
08/2025;HEM;2025;8;IV;15 a 19;25;6;1,5;1
08/2025;HEM;2025;8;V;20 a 24;40;6;2,4;3
08/2025;HEM;2025;8;VI;25 a 29;55;4;2,2;2
08/2025;HEM;2025;8;VII;30 a 34;75;1;0,75;1
08/2025;HEM;2025;8;VIII;> 34;85;1;0,85;1
08/2025;HJK;2025;8;I;0 a 4;4;60;2,3600000000000003;2
08/2025;HJK;2025;8;II;5 a 9;8;125;10,0;5
08/2025;HJK;2025;8;III;10 a 14;15;174;26,150000000000002;12
08/2025;HJK;2025;8;IV;15 a 19;25;136;34,05;16
08/2025;HJK;2025;8;V;20 a 24;40;90;36,0;21
08/2025;HJK;2025;8;VI;25 a 29;55;35;19,299999999999997;15
08/2025;HJK;2025;8;VII;30 a 34;75;28;21,0;16
08/2025;HJK;2025;8;VIII;> 34;85;8;6,8;6
08/2025;HJXXIII;2025;8;I;0 a 4;4;6;0,24;0
08/2025;HJXXIII;2025;8;II;5 a 9;8;18;1,44;0
08/2025;HJXXIII;2025;8;III;10 a 14;15;37;5,55;0
08/2025;HJXXIII;2025;8;IV;15 a 19;25;48;12,0;5
08/2025;HJXXIII;2025;8;V;20 a 24;40;23;9,2;4
08/2025;HJXXIII;2025;8;VI;25 a 29;55;8;4,4;0
08/2025;HJXXIII;2025;8;VII;30 a 34;75;3;2,25;1
08/2025;HJXXIII;2025;8;VIII;> 34;85;2;1,7;2
08/2025;HRAD;2025;8;I;0 a 4;4;0;0,0;0
08/2025;HRAD;2025;8;II;5 a 9;8;0;0,0;0
08/2025;HRAD;2025;8;III;10 a 14;15;4;0,6;0
08/2025;HRAD;2025;8;IV;15 a 19;25;5;1,25;0
08/2025;HRAD;2025;8;V;20 a 24;40;7;2,8;1
08/2025;HRAD;2025;8;VI;25 a 29;55;14;7,7;1
08/2025;HRAD;2025;8;VII;30 a 34;75;8;6,0;3
08/2025;HRAD;2025;8;VIII;> 34;85;9;7,65;4
08/2025;HRBJA;2025;8;I;0 a 4;4;0;0,0;0
08/2025;HRBJA;2025;8;II;5 a 9;8;11;0,88;0
08/2025;HRBJA;2025;8;III;10 a 14;15;14;2,1;0
08/2025;HRBJA;2025;8;IV;15 a 19;25;25;6,25;3
08/2025;HRBJA;2025;8;V;20 a 24;40;11;4,4;1
08/2025;HRBJA;2025;8;VI;25 a 29;55;7;3,85;4
08/2025;HRBJA;2025;8;VII;30 a 34;75;7;5,25;3
08/2025;HRBJA;2025;8;VIII;> 34;85;15;12,75;8
08/2025;HRJP;2025;8;I;0 a 4;4;2;0,08;0
08/2025;HRJP;2025;8;II;5 a 9;8;10;0,8;0
08/2025;HRJP;2025;8;III;10 a 14;15;8;1,2;1
08/2025;HRJP;2025;8;IV;15 a 19;25;1;0,25;0
08/2025;HRJP;2025;8;V;20 a 24;40;1;0,4;1
08/2025;HRJP;2025;8;VI;25 a 29;55;3;1,65;0
08/2025;HRJP;2025;8;VII;30 a 34;75;0;0,0;0
08/2025;HRJP;2025;8;VIII;> 34;85;0;0,0;0
08/2025;MOV;2025;8;I;0 a 4;4;0;0,0;0
08/2025;MOV;2025;8;II;5 a 9;8;1;0,08;0
08/2025;MOV;2025;8;III;10 a 14;15;2;0,3;0
08/2025;MOV;2025;8;IV;15 a 19;25;2;0,5;0
08/2025;MOV;2025;8;V;20 a 24;40;1;0,4;0
08/2025;MOV;2025;8;VI;25 a 29;55;0;0,0;0
08/2025;MOV;2025;8;VII;30 a 34;75;2;1,5;0
08/2025;MOV;2025;8;VIII;> 34;85;0;0,0;0
09/2025;HAC;2025;9;I;0 a 4;4;2;0,08;0
09/2025;HAC;2025;9;II;5 a 9;8;9;0,72;0
09/2025;HAC;2025;9;III;10 a 14;15;20;3,0;2
09/2025;HAC;2025;9;IV;15 a 19;25;6;1,5;0
09/2025;HAC;2025;9;V;20 a 24;40;7;2,8;1
09/2025;HAC;2025;9;VI;25 a 29;55;1;0,55;1
09/2025;HAC;2025;9;VII;30 a 34;75;0;0,0;0
09/2025;HAC;2025;9;VIII;> 34;85;1;0,85;1
09/2025;HEM;2025;9;I;0 a 4;4;0;0,0;0
09/2025;HEM;2025;9;II;5 a 9;8;8;0,64;0
09/2025;HEM;2025;9;III;10 a 14;15;20;3,0;3
09/2025;HEM;2025;9;IV;15 a 19;25;12;3,0;1
09/2025;HEM;2025;9;V;20 a 24;40;1;0,4;0
09/2025;HEM;2025;9;VI;25 a 29;55;5;2,75;2
09/2025;HEM;2025;9;VII;30 a 34;75;2;1,5;2
09/2025;HEM;2025;9;VIII;> 34;85;1;0,85;1
09/2025;HJK;2025;9;I;0 a 4;4;55;2,16;2
09/2025;HJK;2025;9;II;5 a 9;8;126;10,08;4
09/2025;HJK;2025;9;III;10 a 14;15;180;27,05;8
09/2025;HJK;2025;9;IV;15 a 19;25;145;36,3;19
09/2025;HJK;2025;9;V;20 a 24;40;94;37,599999999999994;20
09/2025;HJK;2025;9;VI;25 a 29;55;40;22,049999999999997;15
09/2025;HJK;2025;9;VII;30 a 34;75;23;17,25;14
09/2025;HJK;2025;9;VIII;> 34;85;12;10,2;8
09/2025;HJXXIII;2025;9;I;0 a 4;4;12;0,48;0
09/2025;HJXXIII;2025;9;II;5 a 9;8;21;1,68;0
09/2025;HJXXIII;2025;9;III;10 a 14;15;47;7,05;2
09/2025;HJXXIII;2025;9;IV;15 a 19;25;46;11,5;4
09/2025;HJXXIII;2025;9;V;20 a 24;40;27;10,8;4
09/2025;HJXXIII;2025;9;VI;25 a 29;55;14;7,7;2
09/2025;HJXXIII;2025;9;VII;30 a 34;75;10;7,5;4
09/2025;HJXXIII;2025;9;VIII;> 34;85;1;0,85;0
09/2025;HRAD;2025;9;I;0 a 4;4;0;0,0;0
09/2025;HRAD;2025;9;II;5 a 9;8;0;0,0;0
09/2025;HRAD;2025;9;III;10 a 14;15;1;0,15;0
09/2025;HRAD;2025;9;IV;15 a 19;25;8;2,0;0
09/2025;HRAD;2025;9;V;20 a 24;40;8;3,2;0
09/2025;HRAD;2025;9;VI;25 a 29;55;10;5,5;2
09/2025;HRAD;2025;9;VII;30 a 34;75;11;8,25;5
09/2025;HRAD;2025;9;VIII;> 34;85;5;4,25;2
09/2025;HRBJA;2025;9;I;0 a 4;4;0;0,0;0
09/2025;HRBJA;2025;9;II;5 a 9;8;8;0,64;0
09/2025;HRBJA;2025;9;III;10 a 14;15;16;2,4;0
09/2025;HRBJA;2025;9;IV;15 a 19;25;14;3,5;1
09/2025;HRBJA;2025;9;V;20 a 24;40;13;5,2;2
09/2025;HRBJA;2025;9;VI;25 a 29;55;9;4,95;5
09/2025;HRBJA;2025;9;VII;30 a 34;75;9;6,75;1
09/2025;HRBJA;2025;9;VIII;> 34;85;6;5,1;6
09/2025;HRJP;2025;9;I;0 a 4;4;0;0,0;0
09/2025;HRJP;2025;9;II;5 a 9;8;2;0,16;0
09/2025;HRJP;2025;9;III;10 a 14;15;9;1,35;1
09/2025;HRJP;2025;9;IV;15 a 19;25;5;1,25;1
09/2025;HRJP;2025;9;V;20 a 24;40;9;3,6;2
09/2025;HRJP;2025;9;VI;25 a 29;55;4;2,2;3
09/2025;HRJP;2025;9;VII;30 a 34;75;1;0,75;1
09/2025;HRJP;2025;9;VIII;> 34;85;1;0,85;0
09/2025;MOV;2025;9;I;0 a 4;4;1;0,04;0
09/2025;MOV;2025;9;II;5 a 9;8;14;1,12;0
09/2025;MOV;2025;9;III;10 a 14;15;9;1,35;0
09/2025;MOV;2025;9;IV;15 a 19;25;4;1,0;0
09/2025;MOV;2025;9;V;20 a 24;40;2;0,8;0
09/2025;MOV;2025;9;VI;25 a 29;55;2;1,1;0
09/2025;MOV;2025;9;VII;30 a 34;75;0;0,0;0
09/2025;MOV;2025;9;VIII;> 34;85;0;0,0;0
10/2025;HAC;2025;10;I;0 a 4;4;2;0,08;0
10/2025;HAC;2025;10;II;5 a 9;8;17;1,36;0
10/2025;HAC;2025;10;III;10 a 14;15;20;3,0;1
10/2025;HAC;2025;10;IV;15 a 19;25;10;2,5;1
10/2025;HAC;2025;10;V;20 a 24;40;3;1,2;2
10/2025;HAC;2025;10;VI;25 a 29;55;2;1,1;2
10/2025;HAC;2025;10;VII;30 a 34;75;0;0,0;0
10/2025;HAC;2025;10;VIII;> 34;85;0;0,0;0
10/2025;HEM;2025;10;I;0 a 4;4;2;0,08;0
10/2025;HEM;2025;10;II;5 a 9;8;11;0,88;2
10/2025;HEM;2025;10;III;10 a 14;15;12;1,8;2
10/2025;HEM;2025;10;IV;15 a 19;25;8;2,0;3
10/2025;HEM;2025;10;V;20 a 24;40;6;2,4;3
10/2025;HEM;2025;10;VI;25 a 29;55;2;1,1;1
10/2025;HEM;2025;10;VII;30 a 34;75;1;0,75;1
10/2025;HEM;2025;10;VIII;> 34;85;0;0,0;0
10/2025;HJK;2025;10;I;0 a 4;4;65;2,56;2
10/2025;HJK;2025;10;II;5 a 9;8;144;11,52;7
10/2025;HJK;2025;10;III;10 a 14;15;185;27,8;8
10/2025;HJK;2025;10;IV;15 a 19;25;148;37,05;24
10/2025;HJK;2025;10;V;20 a 24;40;87;34,8;18
10/2025;HJK;2025;10;VI;25 a 29;55;38;20,949999999999996;17
10/2025;HJK;2025;10;VII;30 a 34;75;21;15,75;11
10/2025;HJK;2025;10;VIII;> 34;85;8;6,8;6
10/2025;HJXXIII;2025;10;I;0 a 4;4;8;0,32;1
10/2025;HJXXIII;2025;10;II;5 a 9;8;34;2,72;1
10/2025;HJXXIII;2025;10;III;10 a 14;15;52;7,8;3
10/2025;HJXXIII;2025;10;IV;15 a 19;25;36;9,0;5
10/2025;HJXXIII;2025;10;V;20 a 24;40;22;8,8;4
10/2025;HJXXIII;2025;10;VI;25 a 29;55;10;5,5;4
10/2025;HJXXIII;2025;10;VII;30 a 34;75;5;3,75;4
10/2025;HJXXIII;2025;10;VIII;> 34;85;2;1,7;2
10/2025;HRAD;2025;10;I;0 a 4;4;0;0,0;0
10/2025;HRAD;2025;10;II;5 a 9;8;1;0,08;0
10/2025;HRAD;2025;10;III;10 a 14;15;10;1,5;0
10/2025;HRAD;2025;10;IV;15 a 19;25;9;2,25;2
10/2025;HRAD;2025;10;V;20 a 24;40;8;3,2;1
10/2025;HRAD;2025;10;VI;25 a 29;55;13;7,15;2
10/2025;HRAD;2025;10;VII;30 a 34;75;7;5,25;2
10/2025;HRAD;2025;10;VIII;> 34;85;9;7,65;7
10/2025;HRBJA;2025;10;I;0 a 4;4;0;0,0;0
10/2025;HRBJA;2025;10;II;5 a 9;8;4;0,32;0
10/2025;HRBJA;2025;10;III;10 a 14;15;20;3,0;2
10/2025;HRBJA;2025;10;IV;15 a 19;25;27;6,75;3
10/2025;HRBJA;2025;10;V;20 a 24;40;18;7,2;1
10/2025;HRBJA;2025;10;VI;25 a 29;55;8;4,4;2
10/2025;HRBJA;2025;10;VII;30 a 34;75;8;6,0;6
10/2025;HRBJA;2025;10;VIII;> 34;85;4;3,4;2
10/2025;HRJP;2025;10;I;0 a 4;4;0;0,0;0
10/2025;HRJP;2025;10;II;5 a 9;8;1;0,08;0
10/2025;HRJP;2025;10;III;10 a 14;15;13;1,95;1
10/2025;HRJP;2025;10;IV;15 a 19;25;12;3,0;5
10/2025;HRJP;2025;10;V;20 a 24;40;6;2,4;4
10/2025;HRJP;2025;10;VI;25 a 29;55;7;3,85;3
10/2025;HRJP;2025;10;VII;30 a 34;75;4;3,0;3
10/2025;HRJP;2025;10;VIII;> 34;85;0;0,0;0
10/2025;MOV;2025;10;I;0 a 4;4;5;0,2;0
10/2025;MOV;2025;10;II;5 a 9;8;9;0,72;0
10/2025;MOV;2025;10;III;10 a 14;15;11;1,65;0
10/2025;MOV;2025;10;IV;15 a 19;25;6;1,5;0
10/2025;MOV;2025;10;V;20 a 24;40;0;0,0;0
10/2025;MOV;2025;10;VI;25 a 29;55;1;0,55;0
10/2025;MOV;2025;10;VII;30 a 34;75;0;0,0;0
10/2025;MOV;2025;10;VIII;> 34;85;0;0,0;0
11/2025;HAC;2025;11;I;0 a 4;4;0;0,0;0
11/2025;HAC;2025;11;II;5 a 9;8;8;0,64;0
11/2025;HAC;2025;11;III;10 a 14;15;12;1,8;1
11/2025;HAC;2025;11;IV;15 a 19;25;11;2,75;1
11/2025;HAC;2025;11;V;20 a 24;40;3;1,2;1
11/2025;HAC;2025;11;VI;25 a 29;55;0;0,0;0
11/2025;HAC;2025;11;VII;30 a 34;75;0;0,0;0
11/2025;HAC;2025;11;VIII;> 34;85;0;0,0;0
11/2025;HEM;2025;11;I;0 a 4;4;0;0,0;0
11/2025;HEM;2025;11;II;5 a 9;8;7;0,56;0
11/2025;HEM;2025;11;III;10 a 14;15;11;1,65;2
11/2025;HEM;2025;11;IV;15 a 19;25;3;0,75;0
11/2025;HEM;2025;11;V;20 a 24;40;5;2,0;2
11/2025;HEM;2025;11;VI;25 a 29;55;3;1,65;3
11/2025;HEM;2025;11;VII;30 a 34;75;2;1,5;1
11/2025;HEM;2025;11;VIII;> 34;85;0;0,0;0
11/2025;HJK;2025;11;I;0 a 4;4;68;2,6799999999999997;2
11/2025;HJK;2025;11;II;5 a 9;8;134;10,719999999999999;4
11/2025;HJK;2025;11;III;10 a 14;15;177;26,6;8
11/2025;HJK;2025;11;IV;15 a 19;25;132;33,05;20
11/2025;HJK;2025;11;V;20 a 24;40;77;30,8;20
11/2025;HJK;2025;11;VI;25 a 29;55;42;23,15;19
11/2025;HJK;2025;11;VII;30 a 34;75;27;20,25;15
11/2025;HJK;2025;11;VIII;> 34;85;7;5,95;6
11/2025;HJXXIII;2025;11;I;0 a 4;4;6;0,24;1
11/2025;HJXXIII;2025;11;II;5 a 9;8;28;2,24;2
11/2025;HJXXIII;2025;11;III;10 a 14;15;39;5,85;3
11/2025;HJXXIII;2025;11;IV;15 a 19;25;52;13,0;6
11/2025;HJXXIII;2025;11;V;20 a 24;40;19;7,6;5
11/2025;HJXXIII;2025;11;VI;25 a 29;55;11;6,05;3
11/2025;HJXXIII;2025;11;VII;30 a 34;75;6;4,5;4
11/2025;HJXXIII;2025;11;VIII;> 34;85;1;0,85;0
11/2025;HRAD;2025;11;I;0 a 4;4;0;0,0;0
11/2025;HRAD;2025;11;II;5 a 9;8;0;0,0;0
11/2025;HRAD;2025;11;III;10 a 14;15;5;0,75;0
11/2025;HRAD;2025;11;IV;15 a 19;25;4;1,0;0
11/2025;HRAD;2025;11;V;20 a 24;40;9;3,6;1
11/2025;HRAD;2025;11;VI;25 a 29;55;8;4,4;1
11/2025;HRAD;2025;11;VII;30 a 34;75;10;7,5;2
11/2025;HRAD;2025;11;VIII;> 34;85;21;17,85;12
11/2025;HRBJA;2025;11;I;0 a 4;4;0;0,0;0
11/2025;HRBJA;2025;11;II;5 a 9;8;13;1,04;0
11/2025;HRBJA;2025;11;III;10 a 14;15;11;1,65;0
11/2025;HRBJA;2025;11;IV;15 a 19;25;22;5,5;1
11/2025;HRBJA;2025;11;V;20 a 24;40;11;4,4;3
11/2025;HRBJA;2025;11;VI;25 a 29;55;5;2,75;1
11/2025;HRBJA;2025;11;VII;30 a 34;75;7;5,25;1
11/2025;HRBJA;2025;11;VIII;> 34;85;9;7,65;7
11/2025;HRJP;2025;11;I;0 a 4;4;0;0,0;0
11/2025;HRJP;2025;11;II;5 a 9;8;4;0,32;0
11/2025;HRJP;2025;11;III;10 a 14;15;8;1,2;1
11/2025;HRJP;2025;11;IV;15 a 19;25;10;2,5;3
11/2025;HRJP;2025;11;V;20 a 24;40;2;0,8;1
11/2025;HRJP;2025;11;VI;25 a 29;55;1;0,55;0
11/2025;HRJP;2025;11;VII;30 a 34;75;2;1,5;2
11/2025;HRJP;2025;11;VIII;> 34;85;2;1,7;0
11/2025;MOV;2025;11;I;0 a 4;4;3;0,12;0
11/2025;MOV;2025;11;II;5 a 9;8;5;0,4;0
11/2025;MOV;2025;11;III;10 a 14;15;16;2,4;0
11/2025;MOV;2025;11;IV;15 a 19;25;2;0,5;0
11/2025;MOV;2025;11;V;20 a 24;40;4;1,6;0
11/2025;MOV;2025;11;VI;25 a 29;55;2;1,1;0
11/2025;MOV;2025;11;VII;30 a 34;75;1;0,75;0
11/2025;MOV;2025;11;VIII;> 34;85;0;0,0;0
12/2025;HAC;2025;12;I;0 a 4;4;0;0,0;0
12/2025;HAC;2025;12;II;5 a 9;8;2;0,16;0
12/2025;HAC;2025;12;III;10 a 14;15;11;1,65;3
12/2025;HAC;2025;12;IV;15 a 19;25;5;1,25;2
12/2025;HAC;2025;12;V;20 a 24;40;1;0,4;0
12/2025;HAC;2025;12;VI;25 a 29;55;1;0,55;0
12/2025;HAC;2025;12;VII;30 a 34;75;0;0,0;0
12/2025;HAC;2025;12;VIII;> 34;85;1;0,85;1
